Batch,School,Divisions,Sports,Conference,Current Rating,Current Source,US News Name,US News Rank,US News Category,US News URL,Niche Academics Grade,Niche URL,Status,Notes
80,DeSales University,NCAA D3,womens,Middle Atlantic Conference (Freedom),6.5,division-modal,,,,,,,todo,
80,Dickinson,NCAA D3,mens,Centennial,9,rated,,,,,,,todo,
80,Dickinson College,NCAA D3,womens,Centennial Conference,9,rated,,,,,,,todo,
80,Dominican (IL),NCAA D3,mens,NACC,6.5,division-modal,,,,,,,todo,
81,Dominican University,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
81,Drew,NCAA D3,mens,Landmark,7.8,rated,,,,,,,todo,
81,Drew University,NCAA D3,womens,Landmark Conference,7.8,rated,,,,,,,todo,
81,Earlham,NCAA D3,mens,HCAC,7.8,rated,,,,,,,todo,
81,Earlham College,NCAA D3,womens,Heartland Collegiate Athletic Conference,7.8,rated,,,,,,,todo,
81,East Texas Baptist,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
81,East Texas Baptist University,NCAA D3,womens,American Southwest Conference,6.5,division-modal,,,,,,,todo,
81,Eastern (PA),NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
81,Eastern Connecticut,NCAA D3,mens+womens,LEC,6.5,division-modal,,,,,,,todo,
81,Eastern Mennonite,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
82,Eastern Mennonite University,NCAA D3,womens,Old Dominion Athletic Conference,6.5,division-modal,,,,,,,todo,
82,Eastern University,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),,,,,,,,,todo,
82,Edgewood,NCAA D3,mens,NACC,6.5,division-modal,,,,,,,todo,
82,Edgewood College,NCAA D3,womens,Northern Athletics Collegiate Conference,6.5,division-modal,,,,,,,todo,
82,Elizabethtown,NCAA D3,mens,MAC Commonwealth,6.5,division-modal,,,,,,,todo,
82,Elizabethtown College,NCAA D3,womens,Landmark Conference,6.5,division-modal,,,,,,,todo,
82,Elmhurst,NCAA D3,mens,CCIW,6.5,division-modal,,,,,,,todo,
82,Elmhurst University,NCAA D3,womens,College Conference of Illinois & Wisconsin,6.5,division-modal,,,,,,,todo,
82,Elmira,NCAA D3,mens,Empire 8,6.5,division-modal,,,,,,,todo,
82,Elmira College,NCAA D3,womens,Empire 8,6.5,division-modal,,,,,,,todo,
83,Elms,NCAA D3,mens+womens,CCC,6.5,division-modal,,,,,,,todo,
83,Emerson,NCAA D3,mens,NEWMAC,6.5,division-modal,,,,,,,todo,
83,Emerson College,NCAA D3,womens,New England Women's and Men's Athletic Conference,6.5,division-modal,,,,,,,todo,
83,Emmanuel (MA),NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
83,Emory,NCAA D3,mens,UAA,10,rated,,,,,,,todo,
83,Emory University,NCAA D3,womens,University Athletic Association,10,rated,,,,,,,todo,
83,Endicott,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
83,Endicott College,NCAA D3,womens,Conference of New England,6.5,division-modal,,,,,,,todo,
83,Eureka,NCAA D3,mens,SLIAC,6.5,division-modal,,,,,,,todo,
83,Eureka College,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
84,Fairleigh Dickinson University-Florham,NCAA D3,womens,Middle Atlantic Conference (Freedom),9,rated,,,,,,,todo,
84,Farmingdale State College,NCAA D3,womens,Skyline Conference,,,,,,,,,todo,
84,FDU-Florham,NCAA D3,mens+womens,Skyline,6.5,division-modal,,,,,,,todo,
84,Fitchburg State,NCAA D3,mens,MASCAC,6.2,rated,,,,,,,todo,
84,Fitchburg State University,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,6.2,rated,,,,,,,todo,
84,Framingham State,NCAA D3,mens,MASCAC,6.2,rated,,,,,,,todo,
84,Framingham State University,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,6.2,rated,,,,,,,todo,
84,Franciscan (OH),NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
84,Franciscan University of Steubenville,NCAA D3,womens,Presidents' Athletic Conference,,,,,,,,,todo,
84,Franklin,NCAA D3,mens,HCAC,6.5,division-modal,,,,,,,todo,
85,Franklin & Marshall,NCAA D3,mens,Centennial,9.3,rated,,,,,,,todo,
85,Franklin & Marshall College,NCAA D3,womens,Centennial Conference,9.3,rated,,,,,,,todo,
85,Franklin College,NCAA D3,womens,Heartland Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
85,Fredonia State,NCAA D3,mens,SUNYAC,6.2,rated,,,,,,,todo,
85,Gallaudet,NCAA D3,mens,CSAC,6.5,division-modal,,,,,,,todo,
85,Geneva,NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
85,Geneva College,NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
85,George Fox,NCAA D3,mens,NWC,6.5,division-modal,,,,,,,todo,
85,George Fox University,NCAA D3,womens,Northwest Conference,6.5,division-modal,,,,,,,todo,
85,Gettysburg,NCAA D3,mens,Centennial,8.8,rated,,,,,,,todo,
86,Gettysburg College,NCAA D3,womens,Centennial Conference,8.8,rated,,,,,,,todo,
86,Gordon,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
86,Gordon College,NCAA D3,womens,Conference of New England,6.5,division-modal,,,,,,,todo,
86,Goucher,NCAA D3,mens,LANDMARK,6.5,division-modal,,,,,,,todo,
86,Goucher College,NCAA D3,womens,Landmark Conference,6.5,division-modal,,,,,,,todo,
86,Grace Christian,NCAA D3,mens,NEAC,5.7,rated,,,,,,,todo,
86,Greensboro,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
86,Greensboro College,NCAA D3,womens,USA South Athletic Conference,6.5,division-modal,,,,,,,todo,
86,Greenville,NCAA D3,mens,SLIAC,5.6,rated,,,,,,,todo,
86,Greenville University,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
87,Grinnell,NCAA D3,mens,MWC-D3,10,rated,,,,,,,todo,
87,Grinnell College,NCAA D3,womens,Midwest Conference,10,rated,,,,,,,todo,
87,Grove City,NCAA D3,mens,PAC,8.8,rated,,,,,,,todo,
87,Grove City College,NCAA D3,womens,Presidents' Athletic Conference,8.8,rated,,,,,,,todo,
87,Guilford,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
87,Guilford College,NCAA D3,womens,Old Dominion Athletic Conference,6.5,division-modal,,,,,,,todo,
87,Gustavus Adolphus,NCAA D3,mens,MIAC,8,rated,,,,,,,todo,
87,Gustavus Adolphus College,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,8,rated,,,,,,,todo,
87,Gwynedd Mercy,NCAA D3,mens,CSAC,6.5,division-modal,,,,,,,todo,
87,Gwynedd Mercy University,NCAA D3,womens,Atlantic East Conference,6.5,division-modal,,,,,,,todo,
88,Hamilton,NCAA D3,mens,Liberty League,10,rated,,,,,,,todo,
88,Hamilton College,NCAA D3,womens,New England Small College Athletic Conference,10,rated,,,,,,,todo,
88,Hamline,NCAA D3,mens,MIAC,6.5,division-modal,,,,,,,todo,
88,Hamline University,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
88,Hampden-Sydney,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
88,Hanover,NCAA D3,mens,HCAC,6.5,division-modal,,,,,,,todo,
88,Hanover College,NCAA D3,womens,Heartland Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
88,Hardin-Simmons,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
88,Hardin-Simmons University,NCAA D3,womens,American Southwest Conference,6.5,division-modal,,,,,,,todo,
88,Hartwick,NCAA D3,mens,Liberty League,6.5,division-modal,,,,,,,todo,
89,Hartwick College,NCAA D3,womens,Empire 8,6.5,division-modal,,,,,,,todo,
89,Harvey Mudd College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
89,Haverford,NCAA D3,mens,Centennial,10,rated,,,,,,,todo,
89,Haverford College,NCAA D3,womens,Centennial Conference,10,rated,,,,,,,todo,
89,Heidelberg,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
89,Heidelberg University,NCAA D3,womens,Ohio Athletic Conference,6.5,division-modal,,,,,,,todo,
89,Hendrix,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
89,Hendrix College,NCAA D3,womens,Southern Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
89,Hilbert,NCAA D3,mens,AMCC,6.5,division-modal,,,,,,,todo,
89,Hilbert College,NCAA D3,womens,Allegheny Mountain Collegiate Conference,6.5,division-modal,,,,,,,todo,
90,Hiram,NCAA D3,mens,PAC,6.5,division-modal,,,,,,,todo,
90,Hiram College,NCAA D3,womens,Presidents' Athletic Conference,6.5,division-modal,,,,,,,todo,
90,Hobart & William Smith,NCAA D3,mens,Liberty League,8.8,rated,,,,,,,todo,
90,Hobart and William Smith Colleges,NCAA D3,womens,Liberty League,10,rated,,,,,,,todo,
90,Hollins University,NCAA D3,womens,Old Dominion Athletic Conference,,,,,,,,,todo,
90,Hood,NCAA D3,mens,Centennial,6.5,division-modal,,,,,,,todo,
90,Hood College,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),6.5,division-modal,,,,,,,todo,
90,Hope,NCAA D3,mens,MIAA-D3,8.5,rated,,,,,,,todo,
90,Hope College,NCAA D3,womens,Michigan Intercollegiate Athletic Association,8.5,rated,,,,,,,todo,
90,Houghton,NCAA D3,mens,Empire 8,6.5,division-modal,,,,,,,todo,
91,Houghton University,NCAA D3,womens,Empire 8,6.5,division-modal,,,,,,,todo,
91,Howard Payne,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
91,Howard Payne University,NCAA D3,womens,American Southwest Conference,6.5,division-modal,,,,,,,todo,
91,Huntingdon,NCAA D3,mens,SAA,6.5,division-modal,,,,,,,todo,
91,Huntingdon College,NCAA D3,womens,Collegiate Conference of the South,6.5,division-modal,,,,,,,todo,
91,Husson,NCAA D3,mens,NAC,6.5,division-modal,,,,,,,todo,
91,Husson University,NCAA D3,womens,North Atlantic Conference,6.5,division-modal,,,,,,,todo,
91,Illinois College,NCAA D3,mens+womens,MWC-D3,6.6,rated,,,,,,,todo,
91,Illinois Institute of Technology,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
91,Illinois Tech,NCAA D3,mens,NACC,8.8,rated,,,,,,,todo,
92,Illinois Wesleyan,NCAA D3,mens,CCIW,8.5,rated,,,,,,,todo,
92,Illinois Wesleyan University,NCAA D3,womens,College Conference of Illinois & Wisconsin,8.5,rated,,,,,,,todo,
92,Immaculata,NCAA D3,mens,CSAC,6.5,division-modal,,,,,,,todo,
92,Immaculata University,NCAA D3,womens,Atlantic East Conference,6.5,division-modal,,,,,,,todo,
92,Ithaca,NCAA D3,mens,Liberty League,8.2,rated,,,,,,,todo,
92,Ithaca College,NCAA D3,womens,Liberty League,8.2,rated,,,,,,,todo,
92,John Carroll,NCAA D3,mens,OAC,8,rated,,,,,,,todo,
92,John Carroll University,NCAA D3,womens,North Coast Athletic Conference,8,rated,,,,,,,todo,
92,Johns Hopkins,NCAA D3,mens,Centennial,10,rated,,,,,,,todo,
92,Johns Hopkins University,NCAA D3,womens,Centennial Conference,10,rated,,,,,,,todo,
93,Johnson & Wales (Charlotte),NCAA D3,mens,SAA,6.5,division-modal,,,,,,,todo,
93,Johnson & Wales (Providence),NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
93,Johnson & Wales University-Charlotte,NCAA D3,womens,Coast-to-Coast Athletic Conference,,,,,,,,,todo,
93,Johnson & Wales University-Providence,NCAA D3,womens,Conference of New England,,,,,,,,,todo,
93,Juniata,NCAA D3,mens,Landmark,8,rated,,,,,,,todo,
93,Juniata College,NCAA D3,womens,Landmark Conference,8,rated,,,,,,,todo,
93,Kalamazoo,NCAA D3,mens,MIAA-D3,8.2,rated,,,,,,,todo,
93,Kalamazoo College,NCAA D3,womens,Michigan Intercollegiate Athletic Association,8.2,rated,,,,,,,todo,
93,Kean,NCAA D3,mens,NJAC,6.5,division-modal,,,,,,,todo,
93,Kean University,NCAA D3,womens,New Jersey Athletic Conference,6.5,division-modal,,,,,,,todo,
94,Keene State,NCAA D3,mens,LEC,6.2,rated,,,,,,,todo,
94,Kenyon,NCAA D3,mens,NCAC,9.5,rated,,,,,,,todo,
94,Kenyon College,NCAA D3,womens,North Coast Athletic Conference,9.5,rated,,,,,,,todo,
94,Keuka,NCAA D3,mens,NEAC,6.5,division-modal,,,,,,,todo,
94,Keuka College,NCAA D3,womens,Empire 8,6.5,division-modal,,,,,,,todo,
94,Keystone,NCAA D3,mens,NEAC,6.5,division-modal,,,,,,,todo,
94,Keystone College,NCAA D3,womens,United East Conference,6.5,division-modal,,,,,,,todo,
94,King's (PA),NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
94,King's College,NCAA D3,womens,Middle Atlantic Conference (Freedom),,,,,,,,,todo,
94,Knox,NCAA D3,mens,MWC-D3,7.8,rated,,,,,,,todo,
95,Knox College,NCAA D3,womens,Midwest Conference,7.8,rated,,,,,,,todo,
95,La Roche,NCAA D3,mens,AMCC,6.5,division-modal,,,,,,,todo,
95,La Roche University,NCAA D3,womens,Allegheny Mountain Collegiate Conference,6.5,division-modal,,,,,,,todo,
95,LaGrange,NCAA D3,mens,SAA,6.5,division-modal,,,,,,,todo,
95,LaGrange College,NCAA D3,womens,Collegiate Conference of the South,6.5,division-modal,,,,,,,todo,
95,Lake Forest,NCAA D3,mens,MWC-D3,8.2,rated,,,,,,,todo,
95,Lake Forest College,NCAA D3,womens,Midwest Conference,8.2,rated,,,,,,,todo,
95,Lakeland,NCAA D3,mens,NACC,6.5,division-modal,,,,,,,todo,
95,Lakeland University,NCAA D3,womens,Northern Athletics Collegiate Conference,6.5,division-modal,,,,,,,todo,
95,Lancaster Bible,NCAA D3,mens,CSAC,5.7,rated,,,,,,,todo,
96,Lancaster Bible College,NCAA D3,womens,United East Conference,5.7,rated,,,,,,,todo,
96,Lasell,NCAA D3,mens+womens,CCC,6.5,division-modal,,,,,,,todo,
96,Lawrence,NCAA D3,mens,MWC-D3,8.8,rated,,,,,,,todo,
96,Lawrence University,NCAA D3,womens,Midwest Conference,8.8,rated,,,,,,,todo,
96,Lebanon Valley,NCAA D3,mens,MAC Commonwealth,6.5,division-modal,,,,,,,todo,
96,Lebanon Valley College,NCAA D3,womens,Middle Atlantic Conference (Freedom),6.5,division-modal,,,,,,,todo,
96,Lesley,NCAA D3,mens,NECC,6.5,division-modal,,,,,,,todo,
96,Lesley University,NCAA D3,womens,North Atlantic Conference,6.5,division-modal,,,,,,,todo,
96,LeTourneau,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
96,LeTourneau University,NCAA D3,womens,Southern Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
97,Lewis & Clark,NCAA D3,mens,NWC,8.5,rated,,,,,,,todo,
97,Lewis & Clark College,NCAA D3,womens,Northwest Conference,8.5,rated,,,,,,,todo,
97,Linfield,NCAA D3,mens,NWC,7.8,rated,,,,,,,todo,
97,Linfield University,NCAA D3,womens,Northwest Conference,7.8,rated,,,,,,,todo,
97,Loras,NCAA D3,mens,Iowa Conference,6.5,division-modal,,,,,,,todo,
97,Loras College,NCAA D3,womens,American Rivers Conference,6.5,division-modal,,,,,,,todo,
97,Luther,NCAA D3,mens,Iowa Conference,8,rated,,,,,,,todo,
97,Luther College,NCAA D3,womens,American Rivers Conference,8,rated,,,,,,,todo,
97,Lycoming,NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
97,Lycoming College,NCAA D3,womens,Landmark Conference,6.5,division-modal,,,,,,,todo,
98,Lyon College,NCAA D3,mens+womens,ASC,6.6,rated,,,,,,,todo,
98,Macalester,NCAA D3,mens,MIAC,9.8,rated,,,,,,,todo,
98,Macalester College,NCAA D3,womens,Minnesota Intercollegiate Athletic Conference,9.8,rated,,,,,,,todo,
98,Maine Maritime,NCAA D3,mens,NIAC,6.5,division-modal,,,,,,,todo,
98,Maine Maritime Academy,NCAA D3,womens,North Atlantic Conference,6.5,division-modal,,,,,,,todo,
98,Manchester,NCAA D3,mens,HCAC,6.5,division-modal,,,,,,,todo,
98,Manchester University,NCAA D3,womens,Heartland Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
98,Manhattanville,NCAA D3,mens,Skyline,6.5,division-modal,,,,,,,todo,
98,Manhattanville University,NCAA D3,womens,Skyline Conference,6.5,division-modal,,,,,,,todo,
98,Maranatha Baptist University,NCAA D3,womens,Independent,,,,,,,,,todo,
99,Marian (WI),NCAA D3,mens,NACC,6.5,division-modal,,,,,,,todo,
99,Marian University (WI),NCAA D3,womens,Northern Athletics Collegiate Conference,6.5,division-modal,,,,,,,todo,
99,Marietta,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
99,Marietta College,NCAA D3,womens,Ohio Athletic Conference,6.5,division-modal,,,,,,,todo,
99,Martin Luther,NCAA D3,mens,UMAC,6.5,division-modal,,,,,,,todo,
99,Martin Luther College,NCAA D3,womens,Upper Midwest Athletic Conference,6.5,division-modal,,,,,,,todo,
99,Mary Baldwin,NCAA D3,mens,ODAC,6.5,division-modal,,,,,,,todo,
99,Mary Baldwin University,NCAA D3,womens,USA South Athletic Conference,6.5,division-modal,,,,,,,todo,
99,Marymount (VA),NCAA D3,mens,CSAC,6.5,division-modal,,,,,,,todo,
99,Marymount University,NCAA D3,womens,Atlantic East Conference,,,,,,,,,todo,
100,Maryville (TN),NCAA D3,mens,SAA,6.5,division-modal,,,,,,,todo,
100,Maryville College,NCAA D3,womens,Collegiate Conference of the South,,,,,,,,,todo,
100,Marywood,NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
100,Marywood University,NCAA D3,womens,Atlantic East Conference,6.5,division-modal,,,,,,,todo,
100,Massachusetts College of Liberal Arts,NCAA D3,mens+womens,MASCAC,6.6,rated,,,,,,,todo,
100,Massachusetts Institute of Technology,NCAA D3,womens,New England Women's and Men's Athletic Conference,,,,,,,,,todo,
100,Massachusetts Maritime,NCAA D3,mens,MASCAC,6.5,division-modal,,,,,,,todo,
100,Massachusetts Maritime Academy,NCAA D3,womens,Massachusetts State Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
100,McDaniel,NCAA D3,mens,Centennial,6.5,division-modal,,,,,,,todo,
100,McDaniel College,NCAA D3,womens,Centennial Conference,6.5,division-modal,,,,,,,todo,
101,McMurry,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
101,McMurry University,NCAA D3,womens,Southern Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
101,Meredith College,NCAA D3,womens,USA South Athletic Conference,,,,,,,,,todo,
101,Messiah,NCAA D3,mens,MAC Commonwealth,8,rated,,,,,,,todo,
101,Messiah University,NCAA D3,womens,Middle Atlantic Conference (Commonwealth),8,rated,,,,,,,todo,
101,Methodist,NCAA D3,mens,USA South,6.5,division-modal,,,,,,,todo,
101,Methodist University,NCAA D3,womens,USA South Athletic Conference,6.5,division-modal,,,,,,,todo,
101,Middlebury,NCAA D3,mens,NESCAC,10,rated,,,,,,,todo,
101,Middlebury College,NCAA D3,womens,New England Small College Athletic Conference,10,rated,,,,,,,todo,
101,Millikin,NCAA D3,mens,CCIW,6.5,division-modal,,,,,,,todo,
102,Millikin University,NCAA D3,womens,College Conference of Illinois & Wisconsin,6.5,division-modal,,,,,,,todo,
102,Millsaps,NCAA D3,mens,SAA,8,rated,,,,,,,todo,
102,Millsaps College,NCAA D3,womens,Southern Athletic Association,8,rated,,,,,,,todo,
102,Milwaukee School of Engineering,NCAA D3,womens,Northern Athletics Collegiate Conference,,,,,,,,,todo,
102,Misericordia University,NCAA D3,womens,Middle Atlantic Conference (Freedom),,,,,,,,,todo,
102,Mississippi University for Women,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,,,,,,,,,todo,
102,MIT,NCAA D3,mens,NEWMAC,10,rated,,,,,,,todo,
102,Mitchell,NCAA D3,womens,,6,placeholder,,,,,,,todo,
102,Monmouth (IL),NCAA D3,mens,MWC-D3,6,rated,,,,,,,todo,
102,Monmouth College,NCAA D3,womens,Midwest Conference,,,,,,,,,todo,
103,Montclair State,NCAA D3,mens,NJAC,6.2,rated,,,,,,,todo,
103,Montclair State University,NCAA D3,womens,New Jersey Athletic Conference,6.2,rated,,,,,,,todo,
103,Moravian,NCAA D3,mens,MAC Freedom,6.5,division-modal,,,,,,,todo,
103,Moravian University,NCAA D3,womens,Landmark Conference,6.5,division-modal,,,,,,,todo,
103,Mount Aloysius College,NCAA D3,womens,Allegheny Mountain Collegiate Conference,,,,,,,,,todo,
103,Mount Holyoke College,NCAA D3,womens,New England Women's and Men's Athletic Conference,,,,,,,,,todo,
103,Mount Saint Mary College,NCAA D3,womens,Skyline Conference,,,,,,,,,todo,
103,Mount St. Joseph,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
103,Mount St. Joseph University,NCAA D3,womens,Heartland Collegiate Athletic Conference,6.5,division-modal,,,,,,,todo,
103,Mount Union,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
104,Muhlenberg,NCAA D3,mens,Centennial,8.8,rated,,,,,,,todo,
104,Muhlenberg College,NCAA D3,womens,Centennial Conference,8.8,rated,,,,,,,todo,
104,Muskingum,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
104,Muskingum University,NCAA D3,womens,Ohio Athletic Conference,6.5,division-modal,,,,,,,todo,
104,Nazareth,NCAA D3,mens,Empire 8,6.5,division-modal,,,,,,,todo,
104,Nazareth University,NCAA D3,womens,Empire 8,6.5,division-modal,,,,,,,todo,
104,Nebraska Wesleyan University,NCAA D3,womens,American Rivers Conference,6.5,division-modal,,,,,,,todo,
104,Neumann University,NCAA D3,womens,Atlantic East Conference,,,,,,,,,todo,
104,New England College,NCAA D3,mens,CCC,6.6,rated,,,,,,,todo,
104,New Jersey City,NCAA D3,mens,NJAC,6.5,division-modal,,,,,,,todo,
105,New Jersey City University,NCAA D3,womens,New Jersey Athletic Conference,6.5,division-modal,,,,,,,todo,
105,New York University,NCAA D3,mens+womens,UAA,9.8,rated,,,,,,,todo,
105,Nichols,NCAA D3,mens,CCC,6.5,division-modal,,,,,,,todo,
105,Nichols College,NCAA D3,womens,Conference of New England,6.5,division-modal,,,,,,,todo,
105,North Carolina Wesleyan,NCAA D3,mens,ASC,6.5,division-modal,,,,,,,todo,
105,North Carolina Wesleyan University,NCAA D3,womens,USA South Athletic Conference,6.5,division-modal,,,,,,,todo,
105,North Central (IL),NCAA D3,mens,CCIW,8.2,rated,,,,,,,todo,
105,North Central College,NCAA D3,womens,College Conference of Illinois & Wisconsin,,,,,,,,,todo,
105,North Central University,NCAA D3,womens,Upper Midwest Athletic Conference,,,,,,,,,todo,
105,North Park,NCAA D3,mens,CCIW,6.5,division-modal,,,,,,,todo,
106,North Park University,NCAA D3,womens,College Conference of Illinois & Wisconsin,6.5,division-modal,,,,,,,todo,
106,Northwestern (MN),NCAA D3,mens,UMAC,7.2,rated,,,,,,,todo,
106,Norwich,NCAA D3,womens,,6,placeholder,,,,,,,todo,
106,Notre Dame of Maryland University,NCAA D3,womens,United East Conference,,,,,,,,,todo,
106,Oberlin,NCAA D3,mens,NCAC,9.5,rated,,,,,,,todo,
106,Oberlin College,NCAA D3,womens,North Coast Athletic Conference,9.5,rated,,,,,,,todo,
106,Occidental College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
106,Oglethorpe,NCAA D3,mens,SAA,6.5,division-modal,,,,,,,todo,
106,Oglethorpe University,NCAA D3,womens,Southern Athletic Association,6.5,division-modal,,,,,,,todo,
106,Ohio Northern,NCAA D3,mens,OAC,8,rated,,,,,,,todo,
107,Ohio Northern University,NCAA D3,womens,Ohio Athletic Conference,8,rated,,,,,,,todo,
107,Ohio Wesleyan,NCAA D3,mens,NCAC,8.5,rated,,,,,,,todo,
107,Ohio Wesleyan University,NCAA D3,womens,North Coast Athletic Conference,8.5,rated,,,,,,,todo,
107,Olivet,NCAA D3,mens,MIAA-D3,6.5,division-modal,,,,,,,todo,
107,Olivet College,NCAA D3,womens,Michigan Intercollegiate Athletic Association,6.5,division-modal,,,,,,,todo,
107,Otterbein,NCAA D3,mens,OAC,6.5,division-modal,,,,,,,todo,
107,Otterbein University,NCAA D3,womens,Ohio Athletic Conference,6.5,division-modal,,,,,,,todo,
107,Pacific Lutheran,NCAA D3,mens,NWC,6.5,division-modal,,,,,,,todo,
107,Pacific Lutheran University,NCAA D3,womens,Northwest Conference,6.5,division-modal,,,,,,,todo,
107,Pacific University,NCAA D3,womens,Northwest Conference,,,,,,,,,todo,
108,Penn State Behrend,NCAA D3,mens,AMCC,6.2,rated,,,,,,,todo,
108,Penn State Harrisburg,NCAA D3,mens,AMCC,6.2,rated,,,,,,,todo,
108,Pennsylvania College of Technology,NCAA D3,womens,United East Conference,,,,,,,,,todo,
108,Pennsylvania State University-Penn State Abington,NCAA D3,womens,United East Conference,,,,,,,,,todo,
108,Pennsylvania State University-Penn State Altoona,NCAA D3,womens,Allegheny Mountain Collegiate Conference,,,,,,,,,todo,
108,Pennsylvania State University-Penn State Berks,NCAA D3,womens,United East Conference,,,,,,,,,todo,
108,Pennsylvania State University-Penn State Erie (Behrend College),NCAA D3,womens,Allegheny Mountain Collegiate Conference,,,,,,,,,todo,
108,Pennsylvania State University-Penn State Harrisburg,NCAA D3,womens,United East Conference,6.2,rated,,,,,,,todo,
108,Pfeiffer University,NCAA D3,womens,USA South Athletic Conference,,,,,,,,,todo,
108,Piedmont University,NCAA D3,womens,Collegiate Conference of the South,,,,,,,,,todo,
109,Pitzer College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
109,Plattsburgh State,NCAA D3,mens,SUNYAC,6.2,rated,,,,,,,todo,
109,Plymouth State,NCAA D3,mens+womens,LEC,6.2,rated,,,,,,,todo,
109,Pomona College,NCAA D3,womens,Southern California Intercollegiate Athletic Conference,,,,,,,,,todo,
109,Pomona-Pitzer,NCAA D3,mens+womens,SCIAC,10,rated,,,,,,,todo,
109,Pratt Institute,NCAA D3,womens,Atlantic East Conference,,,,,,,,,todo,
109,Principia College,NCAA D3,womens,St. Louis Intercollegiate Athletic Conference,,,,,,,,,todo,
109,Puget Sound,NCAA D3,mens,NWC,8,rated,,,,,,,todo,
109,Ramapo College of New Jersey,NCAA D3,womens,New Jersey Athletic Conference,,,,,,,,,todo,
109,Randolph College,NCAA D3,womens,Old Dominion Athletic Conference,,,,,,,,,todo,
110,Randolph-Macon,NCAA D3,mens,ODAC,8.2,rated,,,,,,,todo,
110,Randolph-Macon College,NCAA D3,womens,Old Dominion Athletic Conference,8.2,rated,,,,,,,todo,
110,Regent University,NCAA D3,womens,Coast-to-Coast Athletic Conference,,,,,,,,,todo,
110,Rensselaer,NCAA D3,mens,Liberty League,9.5,rated,,,,,,,todo,
110,Rensselaer Polytechnic Institute,NCAA D3,womens,Liberty League,9.5,rated,,,,,,,todo,
110,Rhode Island College,NCAA D3,mens,LEC,6.6,rated,,,,,,,todo,
110,Rhodes,NCAA D3,mens,SAA,8.8,rated,,,,,,,todo,
110,Rhodes College,NCAA D3,womens,Southern Athletic Association,8.8,rated,,,,,,,todo,
110,Ripon,NCAA D3,mens,MWC-D3,6.5,division-modal,,,,,,,todo,
110,Ripon College,NCAA D3,womens,Midwest Conference,6.5,division-modal,,,,,,,todo,
111,Rivier,NCAA D3,womens,,6,placeholder,,,,,,,todo,
